cell_line,drug,true_auc,pred_auc
SUPM2,Bosutinib,0.986941,8.8120e-01
A375,Obatoclax-Mesylate,0.538922,6.2286e-01
HPAFII,Crizotinib,0.97185,9.2682e-01
NCIH1836,OTX015,0.978449,9.0260e-01
T24,Bicalutamide,0.966107,9.7287e-01
NCIH211,EPZ5676,0.990486,9.7644e-01
TE6,SB216763,0.980316,9.6786e-01
TALL1,Bosutinib,0.897481,8.3575e-01
SIMA,Trametinib,0.79632,8.2983e-01
COLO679,Serdemetan,0.885778,9.3263e-01
NCIH1048,Dactolisib,0.935884,8.8626e-01
A375,GSK2830371,0.993117,9.7167e-01
KYSE180,Ibrutinib,0.891007,9.0566e-01
HUPT3,MIRA-1,0.981487,9.7308e-01
HT1080,ABT737,0.872255,9.3852e-01
KALS1,AZD5582,0.689748,8.6535e-01
ACHN,Schweinfurthin-A,0.905698,8.7634e-01
SNU387,AZD1332,0.933784,9.2984e-01
TOV112D,Bromosporine,0.923609,9.5418e-01
SIMA,AZD8186,0.932331,9.2333e-01
SKMM2,JNK-Inhibitor-VIII,0.96684,9.7534e-01
A549,VX-11e,0.7141,7.2980e-01
JURKAT,CZC24832,0.989517,9.7362e-01
SCC25,PD0325901,0.946613,9.4493e-01
LS123,Dabrafenib,0.961196,9.4364e-01
LS180,POMHEX,0.837924,8.1268e-01
MDAMB415,Erlotinib,0.980381,9.2249e-01
NCIH196,Uprosertib,0.94736,9.3933e-01
NCIH2009,Wee1-Inhibitor,0.776802,8.2841e-01
NCIH2052,Vinblastine,0.694898,8.0878e-01
SUPB15,Telomerase-Inhibitor-IX,0.771326,6.9553e-01
A172,Cisplatin,0.961728,9.0624e-01
CCK81,Dactolisib,0.943688,8.3941e-01
HS766T,Tamoxifen,0.846841,9.4443e-01
T84,PFI-1,0.979298,9.5462e-01
DAOY,BIBR-1532,0.973104,9.7425e-01
IGR37,GSK2110183B,0.977551,9.4932e-01
A4FUK,Buparlisib,0.573134,7.4833e-01
SKM1,IOX2,0.988248,9.7168e-01
DKMG,AZD5363,0.89552,8.9632e-01
NCIH841,Trametinib,0.956147,9.2455e-01
OVKATE,Olaparib,0.968862,9.7231e-01
ESS1,LMP744,0.347267,5.2151e-01
SKMEL30,MN-64,0.980524,9.6295e-01
PANC0203,Buparlisib,0.775248,8.4908e-01
CALU6,KU-55933,0.977285,9.6858e-01
TE10,EPZ004777,0.981332,9.7206e-01
OVCAR8,AZD1208,0.989648,9.7383e-01
MESSA,Leflunomide,0.883949,8.8040e-01
697,Doramapimod,0.991714,9.6606e-01
MELJUSO,Elephantin,0.966419,9.2911e-01
OVCAR8,VE821,0.967361,9.4201e-01
HDLM2,Osimertinib,0.984163,9.6680e-01
COLO679,Buparlisib,0.85407,8.5542e-01
ONS76,AZD5991,0.982315,9.1006e-01
AU565,Vinblastine,0.847969,6.6985e-01
RS411,Leflunomide,0.906007,8.8623e-01
A2058,VE821,0.984811,9.3764e-01
BHY,Dasatinib,0.724595,8.6390e-01
MELJUSO,Ipatasertib,0.980731,9.4821e-01
NCIH1793,UNC0638,0.972915,9.7026e-01
OCILY19,Savolitinib,0.989802,9.6683e-01
VMRCRCZ,Savolitinib,0.948384,9.7052e-01
HT115,Afuresertib,0.970317,8.9353e-01
KMH2,BX795,0.862957,9.0049e-01
22RV1,AZ960,0.9184,8.1272e-01
HT1080,Gefitinib,0.97909,9.6723e-01
PANC0203,Picolinici-acid,0.973209,9.7314e-01
T84,Dinaciclib,0.655811,7.4550e-01
NCIH1092,Nilotinib,0.980972,9.6185e-01
SNU175,Bortezomib,0.85658,7.5385e-01
J82,Zoledronate,0.955128,9.7682e-01
EFO21,Motesanib,0.965057,9.7642e-01
SW1463,Vorinostat,0.770104,8.8594e-01
FADU,BI-2536,0.597992,7.5525e-01
DMS53,BIBR-1532,0.962539,9.7585e-01
NCIH2291,Ribociclib,0.959154,9.6700e-01
NCIH1435,WZ4003,0.990339,9.6825e-01
TT,UMI-77,0.962482,9.2103e-01
CHAGOK1,Pyridostatin,0.983334,9.5140e-01
A673,AZD5438,0.713954,8.1181e-01
HCC1806,Cytarabine,0.781196,8.8242e-01
GCT,JQ1,0.919016,8.3396e-01
CAS1,EPZ004777,0.968976,9.7530e-01
LS123,Picolinici-acid,0.96323,9.7437e-01
LOUCY,WIKI4,0.918215,9.3194e-01
RCM1,Bortezomib,0.867311,8.3532e-01
NCIH1944,BMS-754807,0.886299,8.1534e-01
OVCAR4,Remodelin,0.83285,9.4304e-01
MDAMB468,Dinaciclib,0.397301,5.3763e-01
REH,GSK1904529A,0.98708,9.6915e-01
J82,Sorafenib,0.975936,9.4358e-01
CALU3,XAV939,0.936389,9.4267e-01
DKMG,Venetoclax,0.923219,9.7464e-01
HCC78,Oxaliplatin,0.934014,9.1646e-01
HS939T,Serdemetan,0.936993,9.1583e-01
SNU81,Lenalidomide,0.993704,9.7675e-01
SNU387,alpha-lipoic-acid,0.983179,9.7535e-01
CHP212,ICL-SIRT078,0.932186,9.2936e-01
GI1,Schweinfurthin-A,0.799247,8.7876e-01
CAL54,Epirubicin,0.755986,7.3941e-01
NCIH1155,PD0325901,0.966138,9.3716e-01
HGC27,Irinotecan,0.886499,8.6355e-01
A3KAW,EPZ004777,0.989542,9.7369e-01
SUPM2,Dactolisib,0.698126,7.7828e-01
MHHCALL2,AGI-5198,0.987196,9.7204e-01
OCIAML5,Acetalax,0.978314,9.5808e-01
SUIT2,Cisplatin,0.889842,9.3531e-01
G401,Oxaliplatin,0.776512,8.9437e-01
JURKAT,Sabutoclax,0.593719,4.3480e-01
HOS,Cytarabine,0.988299,8.2315e-01
NCIH2029,AZD1332,0.954764,9.5924e-01
HT115,Podophyllotoxin-bromide,0.7855,8.8381e-01
SW1573,LCL161,0.978431,9.7094e-01
OCIAML3,Pevonedistat,0.410321,5.1924e-01
LS123,Gallibiscoquinazole,0.948852,9.7133e-01
CW2,OTX015,0.924209,8.8533e-01
CAL51,SGC-CBP30,0.965789,9.6776e-01
NCIH1876,Schweinfurthin-A,0.802687,7.7072e-01
LU65,Pevonedistat,0.651268,7.0078e-01
SNU398,Paclitaxel,0.918789,9.1538e-01
HS578T,KRAS(G12C)Inhibitor-12,0.967063,9.0960e-01
HT144,GNE-317,0.794726,7.3761e-01
LU65,Dacarbazine,0.940888,9.6731e-01
ASPC1,GW441756,0.958695,9.7531e-01
COLO783,NU7441,0.966057,8.9057e-01
SHP77,Podophyllotoxin-bromide,0.749657,8.3903e-01
SNU1,Dihydrorotenone,0.850626,9.3064e-01
SNGM,Sabutoclax,0.485617,5.7550e-01
NCIH1437,Dactinomycin,0.306145,3.4715e-01
RL,YK-4-279,0.617952,6.4054e-01
NCIH69,Vinblastine,0.402448,6.5672e-01
SF126,SB505124,0.918056,9.3514e-01
NCIH1944,AGI-6780,0.921434,9.5890e-01
RCC10RGB,Lenalidomide,0.962174,9.7360e-01
CAS1,WZ4003,0.939235,9.3567e-01
NCIH209,Sepantronium-bromide,0.041185,9.5424e-02
NCIH1963,Sapitinib,0.978725,9.6957e-01
ESS1,GSK2606414,0.914802,9.3941e-01
LS180,Taselisib,0.753657,8.4938e-01
HSC2,AZD2014,0.729124,7.9042e-01
42MGBA,JNK-Inhibitor-VIII,0.983329,9.7132e-01
REH,BIBR-1532,0.991668,9.7458e-01
SNU81,GSK1904529A,0.987299,9.7174e-01
K562,AMG-319,0.969789,9.6912e-01
SKOV3,Docetaxel,0.882594,8.8706e-01
A204,PRT062607,0.97659,9.0884e-01
NCIH23,JQ1,0.817111,8.2328e-01
SKMEL1,Alisertib,0.926247,8.7381e-01
A253,AZD2014,0.924717,8.8854e-01
REH,Leflunomide,0.907515,9.1617e-01
SW620,Temsirolimus,0.950336,8.9949e-01
KYSE140,SN-38,0.966542,8.7230e-01
NCIH1155,Remodelin,0.893513,9.3717e-01
HGC27,Gemcitabine,0.64219,6.4974e-01
NCIH2227,Sinularin,0.947278,9.6711e-01
SNU81,CCT-018159,0.991116,9.5975e-01
NCIH650,Methotrexate,0.982296,9.1022e-01
HCT116,BI-2536,0.738069,6.8766e-01
NCIH1793,Cyclophosphamide,0.970257,9.7517e-01
MDAMB231,Bortezomib,0.696379,8.1271e-01
NCIH2052,RVX-208,0.960389,9.6931e-01
OCIAML2,Venetoclax,0.266113,6.6979e-01
MHHCALL2,PFI-1,0.974119,9.4527e-01
AGS,Vismodegib,0.985217,9.6555e-01
EKVX,Entinostat,0.931296,8.9686e-01
NCIH1836,CCT007093,0.982653,9.7445e-01
CAS1,ABT737,0.945468,9.2487e-01
KYSE520,Pictilisib,0.720812,7.9431e-01
SKMEL28,Pevonedistat,0.633663,7.4386e-01
SW48,Cediranib,0.742634,7.7759e-01
CALU3,MIRA-1,0.975046,9.7197e-01
SNU449,GSK2606414,0.922822,9.4845e-01
AGS,Vinblastine,0.563035,6.7194e-01
SKMEL30,JNK-Inhibitor-VIII,0.963741,9.6891e-01
SCC9,AZD6738,0.909692,8.8558e-01
AM38,SCH772984,0.804739,7.9270e-01
QGP1,BI-2536,0.73114,7.8594e-01
SW1573,Dactinomycin,0.972111,9.1684e-01
SKMEL5,BMS-345541,0.949447,9.1707e-01
DND41,Erlotinib,0.988562,9.6877e-01
UACC812,Vinblastine,0.8967,8.4352e-01
WM115,Docetaxel,0.888171,8.9405e-01
OCIM1,SN-38,0.887638,5.9266e-01
BHY,BI-2536,0.936711,8.2348e-01
NCIH69,EHT-1864,0.900529,9.3589e-01
MM1S,AMG-319,0.993001,9.6518e-01
NCIH1651,P22077,0.987215,9.6080e-01
OAW42,Foretinib,0.842783,8.0331e-01
SNU449,WIKI4,0.895494,9.2777e-01
SW1573,Talazoparib,0.874161,9.1745e-01
HCC1954,Temsirolimus,0.967284,8.8908e-01
NALM6,Vinorelbine,0.508097,5.2826e-01
MDAMB157,Cyclophosphamide,0.971451,9.7614e-01
SKMEL28,LGK974,0.963678,9.4803e-01
SKMEL24,AZD2014,0.864072,8.4500e-01
SF539,AZD1208,0.982702,9.7163e-01
MCF7,Gemcitabine,0.782686,8.2012e-01
WM115,AZD5363,0.817968,9.0641e-01
NCIH2030,IWP-2,0.977823,9.7112e-01
BFTC905,MN-64,0.935433,9.6128e-01
MDST8,GDC0810,0.976138,9.6955e-01
YAPC,Sabutoclax,0.720521,7.1409e-01
VMRCRCZ,VE821,0.970547,9.6186e-01
COLO800,SB216763,0.984534,9.6589e-01
LN229,PCI-34051,0.980899,9.6682e-01
MELHO,Gemcitabine,0.777366,4.7604e-01
KMRC1,Afuresertib,0.82733,8.6995e-01
SW780,Picolinici-acid,0.957074,9.7551e-01
BL41,RVX-208,0.982786,9.6268e-01
NCIH1436,Epirubicin,0.751307,6.8161e-01
AGS,UNC0638,0.92934,9.4978e-01
G292CLONEA141B1,MK-2206,0.916774,8.9237e-01
EJM,MK-8776,0.755069,9.4304e-01
HCT116,EPZ5676,0.989548,9.7550e-01
HUH1,Afatinib,0.873764,8.7412e-01
COLO800,Lapatinib,0.898894,9.0484e-01
MDAMB453,Ulixertinib,0.904329,8.7238e-01
NCIH441,Obatoclax-Mesylate,0.859551,8.0931e-01
NCIH1781,Lenalidomide,0.978887,9.7367e-01
DKMG,GSK2110183B,0.966526,9.4515e-01
COLO800,Methotrexate,0.970381,8.7725e-01
HUPT3,Teniposide,0.837329,8.5772e-01
NCIH596,Serdemetan,0.978888,9.5721e-01
NB4,Olaparib,0.859067,8.5755e-01
DB,Cytarabine,0.779882,7.8134e-01
HARA,IWP-2,0.983671,9.7174e-01
FUOV1,Vinblastine,0.965355,8.2161e-01
MCF7,Obatoclax-Mesylate,0.693005,7.1612e-01
PSN1,Entospletinib,0.965047,9.3833e-01
NCIH2405,Teniposide,0.894358,9.1183e-01
SW1573,GSK2830371,0.979953,9.7591e-01
CAL62,L-Oxonoreleagnine,0.976713,9.7327e-01
TCCSUP,GSK1904529A,0.962876,9.6658e-01
A4FUK,WZ4003,0.843726,8.7728e-01
REH,Refametinib,0.963468,9.3234e-01
NCIH146,AZ6102,0.931746,9.1890e-01
PF382,Pictilisib,0.74645,8.0497e-01
SKHEP1,PFI3,0.984495,9.7589e-01
SUDHL6,LMP744,0.387427,4.5499e-01
MELHO,Irinotecan,0.940515,8.6849e-01
CAL33,MN-64,0.956537,9.6650e-01
NCIH747,PD173074,0.938222,9.1337e-01
G292CLONEA141B1,Gallibiscoquinazole,0.98087,9.7305e-01
SNB75,Doramapimod,0.966014,9.7203e-01
NCIH69,BMS-754807,0.814488,7.9516e-01
HCC44,Gallibiscoquinazole,0.960661,9.6922e-01
RPMI8402,Dactolisib,0.729884,7.6408e-01
OAW28,ZM447439,0.898398,9.2552e-01
CAS1,NU7441,0.917697,9.0560e-01
8505C,Cediranib,0.875456,8.8069e-01
TE10,MN-64,0.925698,9.6086e-01
NCIH660,Doramapimod,0.952572,9.7661e-01
SIMA,Buparlisib,0.665266,8.5488e-01
KMS12BM,L-Oxonoreleagnine,0.985653,9.7062e-01
SKCO1,Irinotecan,0.684438,8.2453e-01
A172,Elephantin,0.791567,8.6528e-01
PATU8902,MK-2206,0.926444,9.0124e-01
NCIH23,EHT-1864,0.855035,9.5465e-01
HOP92,PCI-34051,0.979056,9.6635e-01
H4,AZD5363,0.822843,8.6913e-01
CAL851,MK-1775,0.790769,7.6152e-01
NCIH292,AZD4547,0.899219,9.2072e-01
COLO792,SB216763,0.927577,9.6796e-01
SW1271,Motesanib,0.970994,9.7584e-01
DMS53,Leflunomide,0.905145,9.4370e-01
SW1573,Irinotecan,0.871248,9.2507e-01
SKMEL30,Vismodegib,0.981925,9.6694e-01
JURLMK1,Olaparib,0.92957,9.1494e-01
OV56,BI-2536,0.971886,8.3533e-01
22RV1,Uprosertib,0.682362,8.7036e-01
8MGBA,UMI-77,0.898543,8.9705e-01
A253,WEHI-539,0.969659,9.5631e-01
LS123,SB505124,0.670138,9.0053e-01
CFPAC1,BI-2536,0.894032,7.7281e-01
SKMEL5,Methotrexate,0.973129,9.0009e-01
NCIH2023,CCT007093,0.945989,9.7292e-01
SUDHL6,Buparlisib,0.693904,7.1422e-01
RERFLCMS,Ibrutinib,0.969565,9.1383e-01
OVK18,Afatinib,0.984885,7.8920e-01
OV90,EPZ5676,0.974907,9.7646e-01
NCIH1792,Dactolisib,0.741052,8.4780e-01
LXF289,Vorinostat,0.810907,7.8495e-01
NCIH2405,Erlotinib,0.905374,9.3725e-01
A101D,Teniposide,0.78648,6.8026e-01
SKHEP1,NU7441,0.976119,9.3444e-01
NCIH2227,WIKI4,0.910843,9.5057e-01
SW1990,GSK1904529A,0.940069,9.6685e-01
NCIH2227,AZD5363,0.938557,8.9831e-01
CAL29,YK-4-279,0.8566,7.9271e-01
SKCO1,Afuresertib,0.920824,8.6891e-01
COLO800,GDC0810,0.984643,9.7058e-01
JURLMK1,Selumetinib,0.671587,6.3944e-01
KU812,Linsitinib,0.93821,9.1824e-01
MDAMB468,Erlotinib,0.929138,9.2715e-01
NCIH1048,Pevonedistat,0.35135,6.1122e-01
COLO680N,Elephantin,0.886119,9.4423e-01
MDAMB468,AZ6102,0.785192,8.8225e-01
DND41,JQ1,0.786735,6.8731e-01
OV56,SB590885,0.974627,9.7255e-01
MOLM16,BMS-754807,0.547992,6.9190e-01
2313287,Dactolisib,0.760049,8.3250e-01
NCIH1944,Foretinib,0.740742,7.2681e-01
SNU175,GSK1904529A,0.902255,9.5840e-01
COLO783,Motesanib,0.982702,9.6362e-01
NCIH727,Entinostat,0.912913,9.1003e-01
NCIH841,Refametinib,0.934912,9.0877e-01
NCIH2029,Camptothecin,0.919813,9.1401e-01
HT1080,Trametinib,0.842911,8.3227e-01
HCC1419,Niraparib,0.989524,9.7390e-01
THP1,NU7441,0.819418,8.9297e-01
T84,GSK2830371,0.981841,9.7541e-01
SKES1,MK-2206,0.864135,8.4350e-01
CFPAC1,Telomerase-Inhibitor-IX,0.729181,7.4132e-01
SBC5,Vinblastine,0.586872,6.2755e-01
697,GSK343,0.989984,9.6876e-01
U87MG,ICL-SIRT078,0.980386,9.5642e-01
HH,GW441756,0.982027,9.7520e-01
NCIH1792,Pyridostatin,0.902571,9.2929e-01
RPMI7951,Leflunomide,0.900396,8.7753e-01
SNU61,Axitinib,0.953719,9.4418e-01
CFPAC1,Entinostat,0.85662,8.3549e-01
TE1,Tamoxifen,0.918227,9.4853e-01
647V,Niraparib,0.879243,9.4121e-01
SKMEL5,VE821,0.972044,9.3445e-01
KYSE140,Entinostat,0.867882,8.4753e-01
SKOV3,ICL-SIRT078,0.981523,9.5494e-01
SKMEL24,Tanespimycin,0.664977,8.3668e-01
MKN45,Sorafenib,0.89175,8.4747e-01
SNUC5,AZD5438,0.747129,8.3246e-01
NCIH727,Dacarbazine,0.952286,9.7248e-01
A704,Dinaciclib,0.54018,6.8988e-01
8MGBA,SB216763,0.988203,9.7085e-01
QGP1,AT13148,0.944381,9.4053e-01
CAL851,LCL161,0.969705,9.6832e-01
NCIH2228,PRIMA-1MET,0.930652,9.1207e-01
MOLM13,YK-4-279,0.545836,4.9694e-01
NCIH716,Epirubicin,0.922793,8.1495e-01
MKN1,Elephantin,0.836545,8.9143e-01
CORL279,Trametinib,0.989345,8.9286e-01
SW48,Cyclophosphamide,0.976592,9.6969e-01
CAKI1,Telomerase-Inhibitor-IX,0.76408,6.6240e-01
RL952,Vinblastine,0.618693,6.9995e-01
HPAC,NU7441,0.932513,9.1127e-01
RCC10RGB,Wnt-C59,0.954821,9.5609e-01
HCC1500,AZD5582,0.737812,9.2546e-01
OVCAR4,Ruxolitinib,0.976601,9.7156e-01
CAL851,CZC24832,0.97216,9.7400e-01
DAUDI,PFI-1,0.922866,9.4768e-01
NCIH2227,Zoledronate,0.978067,9.7188e-01
KG1,LMP744,0.695565,5.7353e-01
BICR31,Temozolomide,0.988812,9.7215e-01
RS411,Taselisib,0.770954,8.8515e-01
NCIH1651,Motesanib,0.987139,9.7591e-01
SNB75,AT13148,0.918817,9.2790e-01
RERFLCKJ,VE-822,0.970046,9.4705e-01
NCIH2172,BMS-754807,0.866461,9.2536e-01
PSN1,BMS-754807,0.952329,8.1433e-01
NCIH1792,Temozolomide,0.989066,9.6944e-01
COLO668,Bortezomib,0.912862,8.6720e-01
NCIN87,Dinaciclib,0.540897,6.2705e-01
PSN1,Niraparib,0.97209,9.4885e-01
SUDHL4,Pevonedistat,0.403082,4.9124e-01
JVM3,Trametinib,0.871601,7.9238e-01
CORL88,PLX-4720,0.979867,9.6470e-01
RAJI,Elephantin,0.915748,8.5822e-01
NCIH841,Zoledronate,0.984437,9.7604e-01
OVISE,POMHEX,0.709386,8.2303e-01
UACC257,Vorinostat,0.790195,8.6991e-01
RT4,Alisertib,0.821466,9.1060e-01
NCIH838,Pyridostatin,0.955029,9.1910e-01
LS123,Camptothecin,0.919563,8.9803e-01
HOP62,Trametinib,0.83048,8.2898e-01
LCLC103H,BI-2536,0.574757,7.0222e-01
JHH4,CZC24832,0.97199,9.7330e-01
OE21,Sapitinib,0.678404,7.3531e-01
OAW42,Osimertinib,0.960592,9.4068e-01
HOP92,MG-132,0.52373,6.1083e-01
769P,Ribociclib,0.952411,9.6958e-01
MG63,Crizotinib,0.90572,9.0400e-01
HS578T,Obatoclax-Mesylate,0.59573,5.8910e-01
DB,Temozolomide,0.98396,9.7044e-01
SF268,Crizotinib,0.928368,9.2317e-01
KM12,Vorinostat,0.787121,7.0095e-01
REH,Nelarabine,0.927649,9.7622e-01
GDM1,Navitoclax,0.36193,6.0589e-01
HS683,Pictilisib,0.813903,8.0414e-01
CORL88,Afuresertib,0.952165,9.3195e-01
MOLM13,Romidepsin,0.739765,6.1908e-01
MEG01,AZD3759,0.983039,9.7172e-01
SW1573,AZD3759,0.976792,9.7223e-01
HCC2157,SGC0946,0.989677,9.7529e-01
CCK81,AZD4547,0.956615,9.4783e-01
HPAFII,Tamoxifen,0.946151,9.4621e-01
2313287,PRT062607,0.919534,9.1088e-01
NCIH2122,Erlotinib,0.877793,9.0249e-01
KYSE520,Camptothecin,0.967261,9.2171e-01
BICR22,Palbociclib,0.987929,9.2461e-01
SW1463,POMHEX,0.721102,8.6154e-01
GB1,PRIMA-1MET,0.969895,9.2866e-01
YH13,Foretinib,0.553472,7.2277e-01
ASPC1,Cediranib,0.905931,8.8822e-01
HARA,Uprosertib,0.793516,8.6714e-01
HS939T,VE-822,0.929196,8.9477e-01
YKG1,Irinotecan,0.831032,8.4911e-01
PL21,Ulixertinib,0.804524,7.5863e-01
HCC78,Nilotinib,0.979887,9.3662e-01
LCLC103H,Bosutinib,0.96583,9.4972e-01
22RV1,ZM447439,0.965398,8.6380e-01
MKN7,Bicalutamide,0.959923,9.7089e-01
ES2,Cisplatin,0.849373,8.9231e-01
MELHO,Olaparib,0.986532,9.4644e-01
KYSE140,Tanespimycin,0.926694,7.7533e-01
SKM1,Picolinici-acid,0.98912,9.7224e-01
H4,Vinblastine,0.542157,5.7462e-01
L428,Bortezomib,0.768962,8.1890e-01
IPC298,Buparlisib,0.830286,8.1284e-01
HT144,AMG-319,0.983024,9.6377e-01
NCIH292,AZ960,0.636357,6.6603e-01
DETROIT562,Savolitinib,0.976576,9.6106e-01
NCIH2122,VE821,0.901289,9.0146e-01
SNU1040,Taselisib,0.882476,8.8470e-01
SNU387,JNK-Inhibitor-VIII,0.964026,9.7284e-01
MDAMB361,OTX015,0.867889,8.8835e-01
GI1,Gallibiscoquinazole,0.971437,9.7237e-01
UACC62,BMS-345541,0.983797,9.0999e-01
HCC78,KRAS(G12C)Inhibitor-12,0.847698,9.2607e-01
RKN,Venetoclax,0.968893,9.7513e-01
NCIN87,Dacarbazine,0.939206,9.5907e-01
PSN1,AZD2014,0.873238,8.5451e-01
BT20,SB590885,0.991077,9.7272e-01
A673,Sepantronium-bromide,0.041687,1.0339e-01
HT1197,PD173074,0.975326,9.4490e-01
GDM1,AZD1332,0.923447,8.9363e-01
MKN7,Wnt-C59,0.956848,9.6336e-01
COLO684,Doramapimod,0.97492,9.7215e-01
NCIH146,Venetoclax,0.841629,8.6165e-01
NCIH211,Sinularin,0.984387,9.6747e-01
U87MG,Docetaxel,0.925951,8.9318e-01
DETROIT562,Afuresertib,0.812943,8.2036e-01
FU97,Axitinib,0.84921,9.0063e-01
TE1,GW441756,0.944605,9.7282e-01
TE5,MIRA-1,0.98357,9.7402e-01
BL41,LGK974,0.980229,9.5870e-01
SKNSH,MIRA-1,0.97291,9.7169e-01
OVCAR8,Sepantronium-bromide,0.095966,1.2645e-01
SNUC5,Taselisib,0.722613,8.1347e-01
NCIH2196,BMS-754807,0.924206,8.8313e-01
DMS114,Irinotecan,0.958996,8.8784e-01
HDLM2,Dactinomycin,0.972878,8.4698e-01
LS513,AGI-6780,0.960069,9.5080e-01
SNU449,Pictilisib,0.829699,8.1973e-01
SKMEL31,Ipatasertib,0.905332,9.1281e-01
MOLT16,Dihydrorotenone,0.940196,9.0683e-01
SUPM2,Temsirolimus,0.944782,8.3454e-01
NCIH2171,Sepantronium-bromide,0.027176,1.8138e-01
GRANTA519,BI-2536,0.784707,6.2137e-01
HDQP1,GSK1904529A,0.944803,9.5688e-01
KMH2,JQ1,0.919902,7.4145e-01
SNU398,Alisertib,0.710521,7.9708e-01
COLO679,GSK343,0.973704,9.6930e-01
BXPC3,Irinotecan,0.953029,9.2009e-01
PECAPJ15,IOX2,0.984739,9.7274e-01
EFM19,I-BET-762,0.926941,9.1851e-01
LS513,RVX-208,0.977099,9.5829e-01
DAOY,PD173074,0.971984,9.5381e-01
NCIH1975,Zoledronate,0.980172,9.7396e-01
LOXIMVI,AZD3759,0.985892,9.6206e-01
HS578T,GSK2801,0.967946,9.6935e-01
COLO800,AGI-6780,0.977698,9.5382e-01
SW1990,GSK2578215A,0.964289,9.7167e-01
SCC9,AZD1332,0.980705,9.1371e-01
CADOES1,Lenalidomide,0.96815,9.7540e-01
H4,Irinotecan,0.79149,7.9586e-01
EN,Obatoclax-Mesylate,0.776124,7.5743e-01
NCIH1836,Afuresertib,0.950689,9.2508e-01
LS411N,MG-132,0.548439,4.4607e-01
VCAP,AZ960,0.786488,8.4013e-01
EJM,Entinostat,0.733417,8.5715e-01
HS578T,NVP-ADW742,0.908997,8.4681e-01
OVCAR8,Camptothecin,0.817569,8.2300e-01
CAL27,Talazoparib,0.798059,7.4980e-01
CA46,Afatinib,0.829521,8.7638e-01
OVCAR4,OTX015,0.945358,8.9141e-01
CAS1,Sapitinib,0.934396,9.3294e-01
COLO678,Gallibiscoquinazole,0.927829,9.7354e-01
ME1,GSK1904529A,0.986386,9.6938e-01
THP1,ZM447439,0.949426,8.0104e-01
SKNAS,ICL-SIRT078,0.966362,9.4806e-01
OAW42,AZD5153,0.95032,8.5118e-01
HCC78,ML323,0.903292,9.4524e-01
GCT,Dactinomycin,0.97662,8.2093e-01
TCCSUP,AZD5153,0.961288,8.4563e-01
NMCG1,Afuresertib,0.91223,9.1314e-01
LN229,Dactolisib,0.941209,9.0432e-01
HCC2157,LMP744,0.703793,7.8338e-01
NCIH2227,CCT007093,0.979027,9.6699e-01
NCIH2347,Veliparib,0.954251,9.7648e-01
LAMA84,Wnt-C59,0.948438,9.4080e-01
EJM,Avagacestat,0.991501,9.7248e-01
OSRC2,Cyclophosphamide,0.983054,9.7635e-01
HCC1187,Veliparib,0.986013,9.7670e-01
HSC2,ICL-SIRT078,0.970396,9.4366e-01
HCC1428,Sapitinib,0.969145,9.6794e-01
5637,Osimertinib,0.888955,8.9893e-01
T24,JNK-Inhibitor-VIII,0.975437,9.7340e-01
KU1919,AZD1332,0.97133,9.0786e-01
NCIH1155,Trametinib,0.97563,9.2214e-01
NCIH661,SGC-CBP30,0.964949,9.7554e-01
NCIH2227,EPZ5676,0.972894,9.7410e-01
LOVO,Lenalidomide,0.97281,9.7024e-01
MHHNB11,Rucaparib,0.965503,9.5928e-01
CORL23,GNE-317,0.562945,7.3777e-01
CORL23,Telomerase-Inhibitor-IX,0.654386,7.3286e-01
HEL,Epirubicin,0.383532,6.0583e-01
OVK18,Piperlongumine,0.757306,8.8201e-01
TE15,Tanespimycin,0.667531,7.1950e-01
TE441T,Picolinici-acid,0.981241,9.7426e-01
OVISE,Rucaparib,0.950489,9.6719e-01
SW780,OF-1,0.9139,9.6234e-01
EBC1,MN-64,0.966516,9.6692e-01
A673,EHT-1864,0.95398,9.4700e-01
SKUT1,ZM447439,0.940376,8.8169e-01
TE8,AZD3759,0.936756,9.5988e-01
NCIH196,Trametinib,0.981635,9.4985e-01
2313287,Cytarabine,0.821211,8.9300e-01
42MGBA,GSK343,0.981776,9.7068e-01
NCIH1650,Motesanib,0.969807,9.7676e-01
MDST8,Leflunomide,0.864195,8.6586e-01
RCC10RGB,Cyclophosphamide,0.952652,9.7193e-01
JURLMK1,Obatoclax-Mesylate,0.715055,5.0125e-01
AM38,Ribociclib,0.985127,9.6975e-01
NCIH2110,Temozolomide,0.972867,9.6546e-01
SUDHL5,ZM447439,0.579109,6.1039e-01
HT144,IWP-2,0.984536,9.7089e-01
697,WIKI4,0.940827,9.4957e-01
LCLC103H,Tanespimycin,0.958558,8.8138e-01
JURKAT,Gefitinib,0.990588,9.6840e-01
OSRC2,Doramapimod,0.965491,9.7416e-01
KYSE510,Serdemetan,0.967257,9.4538e-01
MESSA,Uprosertib,0.865577,8.5794e-01
NCIH1876,Pevonedistat,0.927548,4.9376e-01
NCIH1781,Gemcitabine,0.499547,3.6739e-01
TYKNU,AZD8055,0.695979,7.7701e-01
RAJI,Erlotinib,0.952681,9.5631e-01
HL60,ICL-SIRT078,0.951324,9.4039e-01
LS180,SB590885,0.974275,9.5813e-01
NCIH460,IOX2,0.984552,9.6734e-01
OVCAR4,LMP744,0.905841,8.4567e-01
